step,robot_x,robot_y,target_estimate_x,target_estimate_y,target_error,goal_error,beacon_position_rmse,beacon_yaw_rmse,cost,spread,sigma_min,excitation_norm2,retriggered,estimate_ready
108,1.19978423,-0.75059126,1.19914674,-0.75008240,0.00085723,0.00062940,0.00155869,0.00042310,230.31693015,14.76020062,121.21514715,0.00000000,0,1
109,1.19971202,-0.75055869,1.19903211,-0.75025199,0.00100016,0.00062854,0.00136481,0.00032295,231.99790655,14.78849887,121.32797384,0.00000000,0,1
110,1.19968237,-0.75052151,1.19940317,-0.75017140,0.00062096,0.00061062,0.00137117,0.00029197,233.15141396,14.81625804,121.43905049,0.00000000,0,1
111,1.19963454,-0.75048843,1.19918413,-0.75017690,0.00083483,0.00061002,0.00151890,0.00037688,233.87870714,14.84350656,121.51759344,0.00000000,0,1
112,1.19961087,-0.75044084,1.19938799,-0.74999271,0.00061205,0.00058801,0.00133190,0.00030528,237.77118255,14.87025229,121.60168152,0.00000000,0,1
113,1.19958131,-0.75041230,1.19930291,-0.75014357,0.00071172,0.00058762,0.00122261,0.00026837,238.22894263,14.89651609,121.68270944,0.00000000,0,1
114,1.19954238,-0.75038402,1.19917586,-0.75011768,0.00083250,0.00059740,0.00144372,0.00037499,238.91332258,14.92230911,121.75362031,0.00000000,0,1
115,1.19949459,-0.75036287,1.19904453,-0.75016368,0.00096939,0.00062218,0.00133054,0.00031875,239.87603552,14.94764071,121.84818759,0.00000000,0,1
116,1.19947682,-0.75034234,1.19930944,-0.75014908,0.00070647,0.00062524,0.00131836,0.00030082,240.50174957,14.97252016,121.94060417,0.00000000,0,1
117,1.19947121,-0.75033411,1.19941838,-0.75025659,0.00063571,0.00062550,0.00125304,0.00026295,240.87125643,14.99696841,122.02828788,0.00000000,0,1
118,1.19948370,-0.75032786,1.19960141,-0.75026895,0.00048085,0.00061160,0.00141078,0.00027266,243.02454341,15.02100040,122.13387258,0.00000000,0,1
119,1.19949813,-0.75031465,1.19963396,-0.75019034,0.00041257,0.00059235,0.00133604,0.00025547,243.77393505,15.04463219,122.20607761,0.00000000,0,1
120,1.19955511,-0.75025057,1.20009166,-0.74964711,0.00036460,0.00051060,0.00209174,0.00055123,250.67398989,15.06787426,122.29320013,0.00000000,0,1
