step,robot_x,robot_y,target_estimate_x,target_estimate_y,target_error,goal_error,beacon_position_rmse,beacon_yaw_rmse,cost,spread,sigma_min,excitation_norm2,retriggered,estimate_ready
107,1.20017610,-0.74871485,1.20115497,-0.74902714,0.00151011,0.00129716,0.00494783,0.00094388,240.91707428,0.71909215,15.05025899,0.00000000,0,1
108,1.20025658,-0.74876348,1.20101606,-0.74922010,0.00128087,0.00126286,0.00864806,0.00200569,241.84218925,0.72438802,15.11118548,0.00000000,0,1
109,1.20031411,-0.74885216,1.20085715,-0.74968607,0.00091283,0.00119004,0.01340928,0.00333810,244.63405463,0.72958249,15.17101780,0.00000000,0,1
110,1.20040322,-0.74890044,1.20124337,-0.74935402,0.00140117,0.00117116,0.01311566,0.00326478,247.28419209,0.73468454,15.22817513,0.00000000,0,1
111,1.20046876,-0.74893871,1.20108677,-0.74929811,0.00129372,0.00116020,0.00901555,0.00211353,248.20148472,0.73968960,15.28006949,0.00000000,0,1
112,1.20051056,-0.74891252,1.20090497,-0.74866512,0.00161272,0.00120137,0.00524302,0.00170111,252.74592239,0.74460185,15.32307063,0.00000000,0,1
113,1.20054023,-0.74886357,1.20082022,-0.74840187,0.00179632,0.00125830,0.01203285,0.00363337,253.78770625,0.74942042,15.37000865,0.00000000,0,1
114,1.20061200,-0.74884981,1.20128832,-0.74871956,0.00181639,0.00130288,0.00554423,0.00178355,256.38053594,0.75414700,15.42604890,0.00000000,0,1
115,1.20070044,-0.74886778,1.20153357,-0.74903649,0.00181113,0.00133137,0.00423071,0.00072048,258.00751673,0.75878279,15.48285546,0.00000000,0,1
116,1.20080590,-0.74887315,1.20179929,-0.74892326,0.00209686,0.00138537,0.00280437,0.00021720,259.14828156,0.76333126,15.53132609,0.00000000,0,1
117,1.20088739,-0.74883725,1.20165497,-0.74849873,0.00223445,0.00146268,0.00706279,0.00216187,262.00118685,0.76779185,15.57374759,0.00000000,0,1
118,1.20095994,-0.74879025,1.20164340,-0.74834735,0.00233067,0.00154434,0.01218515,0.00360968,263.30438648,0.77216563,15.61702005,0.00000000,0,1
119,1.20100588,-0.74875859,1.20143862,-0.74846008,0.00210736,0.00159778,0.01328703,0.00395025,264.51536625,0.77645473,15.65966296,0.00000000,0,1
120,1.20106986,-0.74872457,1.20167246,-0.74840393,0.00231183,0.00166473,0.01359536,0.00406330,269.50464730,0.78066518,15.70212206,0.00000000,0,1
